grod_id,type,lon,lat,sword_reach_id,distance_to_sword
226,Dam,-98.33496987819672,26.137659229992504,75211000314,0.549860265018051
227,Dam,-98.32961082458496,49.94642874017097,71227000144,2.630457447991921
228,Dam,-98.25651526451111,30.556634628966986,75183000064,26.735516314026228
229,Dam,-98.13576221466064,36.74473897975624,74249200144,21.67842473591667
230,Dam,-97.94911390405804,55.71758196411808,71212000164,94.8089402424071
231,Dam,-97.9072916507721,30.392154236513893,75181000524,45.1545661768471
232,Dam,-97.78594315052032,30.294099833980393,75181000444,53.91772228366331
233,Dam,-97.71353423595428,30.250119416351442,75181000414,29.165072502158207
234,Dam,-97.68802642822266,32.37322913879474,75165000604,39.18665861914219
235,Dam,-97.6670891046524,35.48599096814052,74242200374,46.53459089384888
236,Dam,-97.49702095985413,32.86988263545646,75140900304,36.07938044608403
237,Dam,-97.48262286186218,42.85127910690528,74295500024,115.61105720402387
238,Dam,-97.41542279720306,32.79036819317336,75140900254,68.49333270346885
239,Dam,-97.39511981606483,32.75325852770288,75140900184,103.83976851948309
240,Dam,-97.3712146282196,31.866460144838033,75165000444,3.158798774575707
241,Dam,-97.31180101633072,32.76261380046795,75140900114,73.3853045399266
242,Dam,-97.28754580020905,32.75286715250084,75140900094,148.2867679815973
243,Dam,-97.09703385829926,31.55120696140238,75165000374,39.73043343578011
244,Dam,-97.04669952392578,33.35440533927246,75140800194,66.11447996552778
245,Dam,-96.96455955505371,33.06906714814332,75140800124,1047.8497237152299
246,Dam,-96.92718029022217,36.699702708795236,74249300034,64.23539169838689
247,Dam,-96.8980622291565,39.076775952213225,74292500024,89.10371544395699
248,Dam,-96.88973531126976,32.84153786445402,75140800024,57.91439292312928
249,Dam,-96.5932559967041,39.25644895206375,74292200024,55.47307188854578
250,Dam,-96.57126188278198,33.81596937953755,74225000324,155.52111821876446
251,Dam,-96.42266584807078,19.3426357952432,75330500094,63.84313334378129
252,Dam,-96.41040275125005,18.2307393173155,75340600054,125.55260657760547
253,Dam,-96.25306606292725,36.14977898990821,74247000124,23.66087898529047
254,Dam,-96.17742776870728,50.56821981291206,71224100024,21.65610152589814
255,Dam,-96.09363555908203,31.967490937422635,75140200044,15.541646340436985
256,Dam,-96.01778268814087,50.118868623175864,71224100134,103.1688607369577
257,Dam,-96.00771903991699,50.4631047129955,71224100054,38.99174625647732
258,Dam,-95.75599908828735,38.241980555382334,74244700464,20.867161883802467
259,Dam,-95.68026423454285,36.422292522427945,74246000114,95.5876888983036
260,Dam,-95.54810643196106,50.298160525806175,71224100214,908.5498085949331
261,Dam,-95.53569853305817,44.811977906437875,74288500224,63.40597602379931
262,Dam,-95.39812448054562,16.445330445941273,77116000064,74.45168430435672
263,Dam,-95.35812020301819,35.30636139171569,74242100054,17.67650269985214
264,Dam,-95.28885596835062,16.377987223739417,77116000044,9.093472418616019
265,Dam,-95.22982478141785,35.86982972188011,74244100024,33.492840064441175
266,Dam,-95.182124376297,36.23103320936459,74244100134,35.289554487113335
267,Dam,-95.04482746124268,35.59408772699529,74243000124,82.77198493377608
268,Dam,-95.04085779190063,36.468508986351864,74244300034,32.777258615870274
269,Dam,-95.01213669776917,30.632530121510733,75140100194,98.53926757675484
270,Dam,-94.975905418396,50.26300965209187,71224200046,245.10254391458466
271,Dam,-94.63497571766482,56.38376735438515,71211000154,361.5404790506211
272,Dam,-94.52364206314087,49.77095456027935,71224300134,9.105542348697888
273,Dam,-94.48470711708069,46.315561575889696,74289600054,51.4824184793143
274,Dam,-94.37818318605423,46.304861971317486,74289600024,32.1626146811861
275,Dam,-94.37149306013771,56.401268216292614,71211000134,424.65598337532987
276,Dam,-94.36776280403137,45.975853617284606,74289500234,19.17484668034385
277,Dam,-94.36002194881439,45.860742090683935,74289500214,22.321693697285014
278,Dam,-94.20403808355331,45.620885027450704,74289500174,104.19387521071977
279,Dam,-94.18341994285583,46.378083211479584,74289700034,40.632263406025295
280,Dam,-94.17953073978424,30.795732444069213,75120400164,25.755919318680757
281,Dam,-94.10973769128782,56.507863804998415,71211000094,605.9864258486438
282,Dam,-94.1082563996315,44.092649761924136,74288200024,36.66368051430959
283,Dam,-94.10559296607971,31.060902507749862,75120400234,8.26919768557759
284,Dam,-93.96532416343689,33.69331196147051,74224000034,2.512138280806803
285,Dam,-93.91658306121826,32.71017776445046,74223600054,51.727226057352496
286,Dam,-93.84769320487976,36.421161578642014,74252900524,16.82374003740395
287,Dam,-93.68934631347656,41.70335755739365,74284500044,806.419490302435
288,Dam,-93.60096697431715,17.181819880756624,75362500224,569.4540618914467
289,Dam,-93.59602098089368,17.179933865436794,75362500234,206.66224437346955
290,Dam,-93.56815338134766,31.18446227874074,75120700024,680.5445868932005
291,Dam,-93.46256320141231,17.445534038986853,75362500114,421.87522687252664
292,Dam,-93.4558254923669,17.449157311596203,75362500114,393.1087258759918
293,Dam,-93.40516090393066,38.262917308080404,74291400224,363.6335155434843
294,Dam,-93.31158936023712,45.14371716316562,74289500074,4.832251554655556
295,Dam,-93.31118702888489,36.5948312683548,74252900234,1.022326944673165
296,Dam,-93.28126830623893,17.95800904149469,75362500324,59.63255500705588
297,Dam,-93.1948971748352,34.57308673780212,74222900494,52.51094309801494
298,Dam,-93.11119079589844,34.214250896093006,74222900684,12.333192307228929
299,Dam,-93.1021066209878,16.944995340162826,75362700074,24.540208260777245
300,Dam,-93.1002688407898,34.17730820187673,74222900664,18.928654670662244
301,Dam,-93.02645444869995,34.442079218962235,74222900434,20.900255313568543
302,Dam,-92.98063158988953,41.36960279914451,74284100174,81.79855572897986
303,Dam,-92.89427518844604,34.42670873663985,74222900344,99.42505635722861
304,Dam,-92.7795795256817,16.402149681708167,75362700344,289.1710074088935
305,Dam,-92.62497067451477,38.20354571620484,74291400364,2.421021239084343
306,Dam,-92.57474899291992,36.36528455023594,74252900064,42.337659417295
307,Dam,-92.44872808456421,46.726624297588245,72599900064,33.212522823181374
